TAXON,SPECIES,TIER,CWR,WUS,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL,CATEGORY
Sedum spathulifolium,Sedum spathulifolium,NA,N,Y,Y,N,G5,N5,,36,31,5,5,5,0,Sedum,Sedum,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Sedum spathulifolium var. pruinosum,Sedum spathulifolium,NA,N,Y,Y,Y,T4,N5,,36,31,5,5,5,0,Sedum,Sedum,var.,pruinosum,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Shepherdia argentea,Shepherdia argentea,NA,N,Y,,Y,G5,N4,,24,4,20,3,1,2,Buffaloberry,Shepherdia,NA,NA,fruit,Y,Food,Food,NA,Fruits,,,NA,NA,NA
Shepherdia canadensis,Shepherdia canadensis,NA,N,Y,,Y,G5,N5,,26,25,1,15,15,0,Buffaloberry,Shepherdia,NA,NA,fruit,Y,Food,Food,NA,Fruits,,,NA,NA,NA
Silphium integrifolium,Silphium integrifolium,1,Y,Y,Y,N,G5,NNA,,5,1,4,0,0,0,Rosinweed,Silphium,NA,NA,potential as an oilseed crop (see Reinert 2019),N,Food,Medicinals,NA,Oils,Medicinals,,NA,Primary,1A
Silphium integrifolium var. laeve,Silphium integrifolium,1,Y,Y,Y,Y,T4,NNA,,5,1,4,0,0,0,Rosinweed,Silphium,var.,laeve,potential as an oilseed crop (see Reinert 2019),N,Food,Medicinals,NA,Oils,Medicinals,,NA,Primary,1A
Silphium perfoliatum,Silphium perfoliatum,1,Y,Y,Y,N,G5,N2,,33,8,25,0,0,0,Rosinweed,Silphium,NA,NA,potential as an oilseed crop (see Reinert 2019),Y,Food,Medicinals,NA,Oils,Medicinals,,NA,Secondary,1B
Silphium perfoliatum var. perfoliatum,Silphium perfoliatum,1,Y,Y,Y,Y,T5,N2,,33,8,25,0,0,0,Rosinweed,Silphium,var.,perfoliatum,potential as an oilseed crop (see Reinert 2019),Y,Food,Medicinals,NA,Oils,Medicinals,,NA,Secondary,1B
Sium suave,Sium suave,NA,N,Y,,Y,G5,N5,,4,1,3,0,0,0,Water-parsnip,Sium,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sorbus americana,Sorbus americana,2,Y,Y,,Y,G5,N5,,27,15,12,21,13,8,Rowan,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Sorbus decora,Sorbus decora,2,Y,Y,,Y,G5,N5,,31,21,10,15,6,9,Rowan,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Sorbus scopulina,Sorbus scopulina,2,Y,Y,,Y,G5,NNR,,13,0,13,0,0,0,Rowan,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Sorbus sitchensis,Sorbus sitchensis,2,Y,Y,Y,N,G5,N5,,12,5,7,0,0,0,Rowan,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Sorbus sitchensis var. grayi,Sorbus sitchensis,2,Y,Y,Y,Y,T5,N5,,12,5,7,5,5,0,Rowan,Sorbus,var.,grayi,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Sorbus sitchensis var. sitchensis,Sorbus sitchensis,2,Y,Y,Y,Y,T5,N5,,12,5,7,5,5,0,Rowan,Sorbus,var.,sitchensis,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA,2
Spiraea douglasii,Spiraea douglasii,NA,N,Y,N,N,G5,N5,,13,4,9,2,1,1,Meadowsweet,Spiraea,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Spiraea douglasii var. douglasii,Spiraea douglasii,NA,N,Y,N,Y,T5,NNR,,13,4,9,NA,NA,NA,Meadowsweet,Spiraea,var.,douglasii,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Spiraea douglasii var. menziesii,Spiraea douglasii,NA,N,Y,N,Y,T5,N5,,13,4,9,NA,NA,NA,Meadowsweet,Spiraea,var.,menziesii,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Symphoricarpos albus,Symphoricarpos albus,NA,N,Y,N,N,G5,N5,,76,55,21,13,12,1,Snowberry,Symphoricarpos,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Symphoricarpos albus var. albus,Symphoricarpos albus,NA,N,Y,N,Y,T5,N5,,76,55,21,NA,NA,NA,Snowberry,Symphoricarpos,var.,albus,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Symphoricarpos albus var. laevigatus,Symphoricarpos albus,NA,N,Y,N,Y,T5,N5,,76,55,21,NA,NA,NA,Snowberry,Symphoricarpos,var.,laevigatus,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Taxus brevifolia,Taxus brevifolia,2,Y,Y,,Y,G5,N5,,9,4,5,2,2,0,Yew,Taxus,NA,NA,medicinal properties,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA,2
Taxus canadensis,Taxus canadensis,2,Y,Y,,Y,G5,N5,,25,19,6,12,8,4,Yew,Taxus,NA,NA,"twigs, fruit",Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA,2
Thuja occidentalis,Thuja occidentalis,2,Y,Y,,Y,G5,N5,,1776,1632,144,193,58,135,Cedar,Thuja,NA,NA,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Thuja plicata,Thuja plicata,2,Y,Y,,Y,G5,N5,,74,61,13,10,0,10,Cedar,Thuja,NA,NA,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Tilia americana,Tilia americana,2,Y,Y,,Y,G5,N5,,101,79,22,50,35,15,Linden,Tilia,NA,NA,"leaves, inner bark, buds, twigs",Y,Forest Resources,Ornamentals,NA,Forest Resources,Ornamentals,,NA,NA,2
Tradescantia occidentalis,Tradescantia occidentalis,2,Y,N,Y,N,G5,N1,,2,0,2,0,0,0,Spiderwort,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Tradescantia occidentalis var. occidentalis,Tradescantia occidentalis,2,Y,N,Y,Y,T5,N1,,2,0,2,0,0,0,Spiderwort,Tradescantia,var.,occidentalis,,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Tradescantia ohiensis,Tradescantia ohiensis,2,Y,N,,Y,G5,N2,,9,0,9,0,0,0,Spiderwort,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Tradescantia virginiana,Tradescantia virginiana,2,Y,N,,Y,G5,NNA,,3,2,1,0,0,0,Spiderwort,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Trifolium cyathiferum,Trifolium cyathiferum,2,Y,N,,Y,G4,N3,,11,0,11,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium depauperatum,Trifolium depauperatum,2,Y,N,Y,N,G5,N3,,7,0,7,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium depauperatum var. depauperatum,Trifolium depauperatum,2,Y,N,Y,Y,T5,N3,,7,0,7,0,0,0,Clover,Trifolium,var.,depauperatum,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium dichotomum,Trifolium dichotomum,2,Y,N,,Y,G4,N2,,4,0,4,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium microcephalum,Trifolium microcephalum,2,Y,N,,Y,G5,N5,,23,0,23,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium microdon,Trifolium microdon,2,Y,N,,Y,G5,N5,,6,0,6,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium oliganthum,Trifolium oliganthum,2,Y,N,,Y,G5,N5,,1,0,1,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium variegatum,Trifolium variegatum,2,Y,N,,Y,G5,N5,,20,0,20,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium willdenovii,Trifolium willdenovii,2,Y,N,,Y,G5,N5,,18,0,18,0,0,0,Clover,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Trifolium wormskioldii,Trifolium wormskioldii,2,Y,Y,,Y,G5,N5,,33,0,33,0,0,0,Clover,Trifolium,NA,NA,rhizomes,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Triglochin maritima,Triglochin maritima,NA,N,Y,,Y,GNR,NNR,,14,3,11,1,1,0,Arrowgrass,Triglochin,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Tsuga canadensis,Tsuga canadensis,2,Y,Y,,Y,G4,N5,,621,176,445,219,9,210,Hemlock,Tsuga,NA,NA,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Tsuga heterophylla,Tsuga heterophylla,2,Y,Y,,Y,G5,N5,,23,11,12,9,0,9,Hemlock,Tsuga,NA,NA,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Tsuga mertensiana,Tsuga mertensiana,2,Y,Y,,Y,G5,N5,,27,17,10,11,5,6,Hemlock,Tsuga,NA,NA,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Typha latifolia,Typha latifolia,NA,N,Y,,Y,G5,N5,,26,4,22,0,0,0,Cattail,Typha,NA,NA,"greens, rhizomes, shoots",Y,Food,,NA,Vegetables,,,NA,NA,NA
Ulmus americana,Ulmus americana,2,Y,Y,,Y,G4,N5,,351,298,53,277,234,43,Elm,Ulmus,NA,NA,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA,2
Ulmus rubra,Ulmus rubra,2,Y,Y,,Y,G5,N5,,36,19,17,16,2,14,Elm,Ulmus,NA,NA,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,Ornamentals,NA,NA,2
Ulmus thomasii,Ulmus thomasii,2,Y,Y,,Y,G5,N4,,8,5,3,0,0,0,Elm,Ulmus,NA,NA,seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Urtica dioica,Urtica dioica,NA,N,Y,Y,N,G5,N5,,13,8,5,0,0,0,Nettle,Urtica,NA,NA,,N,Food,,NA,Vegetables,,,NA,NA,NA
Urtica dioica subsp. dioica,Urtica dioica,NA,N,Y,Y,Y,T5,NNA,,13,8,5,0,0,0,Nettle,Urtica,subsp.,dioica,,N,Food,,NA,Vegetables,,,NA,NA,NA
Vaccinium angustifolium,Vaccinium angustifolium,1,Y,Y,,Y,G5,N5,,82,20,62,14,6,8,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium boreale,Vaccinium boreale,1,Y,Y,,Y,G4,N4,,9,0,9,2,0,2,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium cespitosum,Vaccinium cespitosum,1,Y,Y,,Y,G5,N5,,17,4,13,3,3,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium corymbosum,Vaccinium corymbosum,1,Y,Y,,Y,G5,N4,,342,32,310,17,1,16,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium deliciosum,Vaccinium deliciosum,1,Y,Y,,Y,G5,N5,,13,2,11,2,2,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium macrocarpon,Vaccinium macrocarpon,1,Y,Y,,Y,G5,N5,,161,6,155,5,2,3,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium membranaceum,Vaccinium membranaceum,1,Y,Y,,Y,G5,N5,,82,8,74,5,4,1,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium microcarpum,Vaccinium microcarpum,1,Y,Y,,Y,G5,N5,,0,0,0,0,0,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium myrtilloides,Vaccinium myrtilloides,1,Y,Y,,Y,G5,N5,,21,8,13,11,6,5,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Vaccinium myrtillus,Vaccinium myrtillus,1,Y,Y,,Y,G5,N5,,46,1,45,1,1,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,Primary,1A
Vaccinium nubigenum,Vaccinium nubigenum,1,Y,Y,,Y,GNA,NNA,,0,0,0,0,0,0,"Blueberry, Cranberry",Vaccinium,NA,NA,newfoundland bilberry; fruits,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Vaccinium ovalifolium,Vaccinium ovalifolium,1,Y,Y,,Y,GNR,NNR,,107,11,96,5,5,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium ovatum,Vaccinium ovatum,1,Y,Y,,Y,G5,N5,,66,26,40,15,15,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Vaccinium oxycoccos,Vaccinium oxycoccos,1,Y,Y,,Y,G5,N5,,92,3,89,3,2,1,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium pallidum,Vaccinium pallidum,1,Y,Y,,Y,G5,N4,,36,0,36,1,0,1,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium parvifolium,Vaccinium parvifolium,1,Y,Y,,Y,G5,NNR,,51,10,41,0,0,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium scoparium,Vaccinium scoparium,1,Y,Y,,Y,G5,N5,,20,0,20,1,0,1,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary,1B
Vaccinium stamineum,Vaccinium stamineum,1,Y,Y,,Y,G5,N1,T - Threatened (T) / Mecée (M),25,5,20,0,0,0,"Blueberry, Cranberry",Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Vaccinium uliginosum,Vaccinium uliginosum,1,Y,Y,,Y,G5,N5,,128,8,120,7,5,2,"Blueberry, Cranberry",Vaccinium,NA,NA,"lingonberry; fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,Secondary,1B
Vaccinium vitis-idaea,Vaccinium vitis-idaea,1,Y,Y,,Y,G5,N5,,114,10,104,4,0,4,"Blueberry, Cranberry",Vaccinium,NA,NA,"lingonberry; fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,Primary,1A
Viburnum acerifolium,Viburnum acerifolium,2,Y,Y,,Y,G5,N5,,57,8,49,4,4,0,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum cassinoides,Viburnum cassinoides,2,Y,Y,,Y,T5,N5,,26,10,16,9,2,7,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum dentatum,Viburnum dentatum,2,Y,Y,,Y,G5,NNA,,104,39,65,2,1,1,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum edule,Viburnum edule,2,Y,Y,,Y,G5,N5,,2,2,0,1,1,0,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum lantana,Viburnum lantana,2,Y,Y,,Y,GNR,NNA,,49,44,5,0,0,0,Highbush cranberry,Viburnum,NA,NA,fruit,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum lantanoides,Viburnum lantanoides,2,Y,Y,,Y,G5,N5,,9,0,9,1,0,1,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum lentago,Viburnum lentago,2,Y,Y,,Y,G5,N5,,170,126,44,77,74,3,Highbush cranberry,Viburnum,NA,NA,"Nannyberry, fruit",Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Viburnum opulus,Viburnum opulus,2,Y,Y,Y,N,G5,N5,,96,43,53,15,0,15,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum opulus var. americanum,Viburnum opulus,2,Y,Y,Y,Y,T5,N5,,96,43,53,15,0,15,Highbush cranberry,Viburnum,var.,americanum,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum opulus var. opulus,Viburnum opulus,2,Y,Y,Y,Y,TNR,NNA,,96,43,53,0,0,0,Highbush cranberry,Viburnum,var.,opulus,fruit,N,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Viburnum rafinesqueanum,Viburnum rafinesqueanum,2,Y,Y,,Y,G5,N5,,9,2,7,4,2,2,Highbush cranberry,Viburnum,NA,NA,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,NA,2
Vicia americana,Vicia americana,2,Y,Y,N,N,G5,N5,,11,0,11,4,0,4,Vetch,Vicia,NA,NA,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vicia americana subsp. minor,Vicia americana,2,Y,Y,N,Y,T5,N5,,11,0,11,NA,NA,NA,Vetch,Vicia,subsp.,minor,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vicia americana var. americana,Vicia americana,2,Y,Y,N,Y,T5,N5,,11,0,11,NA,NA,NA,Vetch,Vicia,subsp.,americana,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vicia caroliniana,Vicia caroliniana,2,Y,Y,,Y,G5,N2,,0,0,0,0,0,0,Vetch,Vicia,NA,NA,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vicia nigricans,Vicia nigricans,2,Y,Y,Y,N,G5,N5,,0,0,0,0,0,0,Vetch,Vicia,NA,NA,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vicia nigricans var. gigantea,Vicia nigricans,2,Y,Y,Y,Y,T5,N5,,0,0,0,0,0,0,Vetch,Vicia,var.,gigantea,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Vitis aestivalis,Vitis aestivalis,1,Y,Y,,N,G5,N4,,61,13,48,12,12,0,Grape,Vitis,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Progenitor,1A
Vitis riparia,Vitis riparia,1,Y,Y,,Y,G5,N5,,255,21,234,8,7,1,Grape,Vitis,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Progenitor,1A
Yucca glauca,Yucca glauca,NA,N,Y,,Y,G5,N1,T - Threatened (T) / Mecée (M),13,4,9,0,0,0,Yucca,Yucca,NA,NA,"hearts, buds",Y,Food,,NA,Vegetables,,,NA,NA,NA
Zizania aquatica,Zizania aquatica,1,Y,Y,Y,N,G5,N4,,5,4,1,1,1,0,Wild-rice,Zizania,NA,NA,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Secondary,1B
Zizania aquatica var. aquatica,Zizania aquatica,1,Y,Y,Y,Y,T5,N4,,5,4,1,1,1,0,Wild-rice,Zizania,var.,aquatica,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Secondary,1B
Zizania aquatica var. brevis,Zizania aquatica,1,Y,Y,Y,Y,T3,N3,,5,4,1,0,0,0,Wild-rice,Zizania,var.,brevis,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Secondary,1B
Zizania palustris,Zizania palustris,1,Y,Y,Y,N,G5,N5,,1,1,0,1,1,0,Wild-rice,Zizania,NA,NA,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Tertiary,1A
Zizania palustris var. interior,Zizania palustris,1,Y,Y,Y,Y,T4,N4,,1,1,0,0,0,0,Wild-rice,Zizania,var.,interior,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Primary,1A
Zizania palustris var. palustris,Zizania palustris,1,Y,Y,Y,Y,T4,N5,,1,1,0,1,1,0,Wild-rice,Zizania,var.,palustris,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,Primary,1A
